FirstYearDelinquency,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
1,171,53,NA,0,NA,NA,1,1
1,229,204,41,1,41,1,400,0
0,300,136,15,1,61,2,1,0
0,289,212,50,0,88,2,1,0
1,42,42,NA,0,NA,NA,400,0
1,230,107,107,1,107,1,400,0
0,377,133,NA,1,NA,NA,400,0
0,15,NA,NA,0,NA,NA,NA,0
1,148,74,NA,2,NA,NA,120,0
1,90,80,24,0,24,0,400,0
1,303,NA,NA,0,NA,NA,NA,0
0,216,114,NA,0,NA,NA,1,0
1,215,213,84,0,84,0,400,0
1,56,56,28,0,28,1,400,0
1,108,12,NA,0,NA,NA,120,0
1,234,137,70,1,104,0,1,0
1,127,126,2,0,2,1,30,0
0,146,98,98,0,98,1,1,0
0,296,NA,NA,NA,NA,NA,NA,0
1,333,132,19,0,76,3,400,0
0,379,153,86,2,93,1,400,0
0,328,126,44,0,97,3,1,0
0,25,15,NA,0,NA,NA,1,0
1,159,80,NA,1,NA,NA,1,0
0,357,203,99,0,99,1,1,0
0,378,126,40,0,58,0,30,0
0,404,174,119,0,147,1,1,0
1,78,90,26,0,50,0,400,0
0,271,225,14,1,85,5,1,0
0,296,63,NA,0,NA,NA,1,0
0,351,59,59,0,59,1,1,0
0,361,214,42,0,95,1,1,0
0,422,166,NA,0,NA,NA,1,0
0,308,309,NA,0,NA,NA,400,0
1,347,81,30,0,30,1,400,0
0,374,46,46,0,46,1,1,0
1,247,175,2,1,3,3,1,0
0,244,172,28,0,45,0,1,0
0,278,122,21,0,58,1,400,0
0,132,NA,NA,0,NA,NA,NA,0
0,125,125,NA,0,NA,NA,1,0
0,353,176,49,0,115,3,1,0
0,224,78,NA,0,NA,NA,400,0
1,150,83,NA,0,NA,NA,400,0
0,239,131,NA,1,NA,NA,90,0
1,168,116,42,0,84,1,1,0
0,230,167,87,0,111,3,400,0
0,173,26,17,0,18,0,400,0
0,200,60,NA,0,NA,NA,400,0
0,170,114,NA,0,NA,NA,1,0
0,138,69,NA,0,NA,NA,400,1
1,110,21,21,1,21,1,1,0
0,216,144,55,0,92,1,1,0
1,354,155,9,0,11,1,400,0
0,163,102,83,0,83,0,400,0
0,183,150,NA,0,NA,NA,400,0
0,292,210,39,0,81,3,1,0
0,212,116,36,0,39,1,400,0
0,356,234,16,3,29,2,400,0
1,305,112,NA,0,NA,NA,1,0
0,195,97,31,1,31,1,1,0
0,109,NA,NA,0,NA,NA,NA,0
1,356,247,31,0,59,0,400,0
0,108,89,82,0,82,0,400,0
0,143,106,29,0,29,1,1,0
0,NA,NA,NA,NA,NA,NA,NA,NA
0,304,39,NA,0,NA,NA,400,1
0,207,164,NA,0,NA,NA,400,0
1,99,99,99,0,99,0,1,0
0,133,94,70,0,70,0,1,1
1,19,20,13,0,13,0,400,0
0,283,NA,NA,0,NA,NA,NA,0
0,353,177,11,0,40,1,400,0
0,90,82,57,0,57,0,400,0
1,246,57,NA,0,NA,NA,1,0
1,65,NA,NA,0,NA,NA,NA,0
0,356,187,62,0,62,1,1,0
0,250,82,NA,0,NA,NA,1,0
0,338,122,53,0,85,2,400,0
1,338,227,NA,1,NA,NA,1,0
1,292,189,70,0,71,0,400,0
0,317,95,95,1,95,0,1,0
0,179,166,86,0,106,1,1,0
0,208,NA,NA,0,NA,NA,NA,0
0,274,82,82,0,82,0,1,0
1,91,88,NA,0,NA,NA,400,0
1,104,105,NA,1,NA,NA,400,0
0,166,87,57,0,72,1,400,0
0,83,82,30,2,30,0,400,1
1,110,38,38,0,38,0,90,0
0,9,8,8,0,8,1,1,0
0,353,560,98,0,119,3,1,0
0,185,NA,NA,0,NA,NA,NA,0
1,206,142,NA,0,NA,NA,400,0
0,33,NA,NA,NA,NA,NA,NA,0
0,372,229,NA,1,NA,NA,1,0
1,267,111,NA,0,NA,NA,30,0
0,383,117,86,0,86,0,400,0
0,346,213,147,0,170,4,1,0
1,20,19,NA,1,NA,NA,120,1
0,81,77,NA,0,NA,NA,1,1
0,167,160,30,0,82,1,400,0
0,304,104,44,0,44,1,1,0
1,380,139,98,0,98,1,1,0
0,194,75,45,0,45,0,30,0
1,466,144,NA,0,NA,NA,1,0
0,308,108,25,0,45,3,400,0
1,73,65,NA,0,NA,NA,400,0
1,240,105,NA,0,NA,NA,1,0
0,276,157,10,0,20,1,400,0
1,243,243,NA,0,NA,NA,400,0
1,49,47,15,0,15,1,400,0
0,37,25,25,1,25,0,30,1
0,344,91,29,0,60,0,1,0
0,116,30,NA,0,NA,NA,1,0
1,98,4,NA,0,NA,NA,1,1
0,214,157,54,0,63,2,400,0
0,88,71,6,2,6,1,1,0
1,333,61,NA,0,NA,NA,400,0
0,276,144,NA,0,NA,NA,1,0
0,309,122,NA,0,NA,NA,1,0
0,177,89,14,3,52,1,60,0
0,324,87,NA,0,NA,NA,1,0
0,349,295,45,0,45,0,400,0
1,69,72,NA,1,NA,NA,400,0
0,91,79,18,0,18,1,120,0
0,347,55,13,0,32,2,1,0
1,298,172,NA,0,NA,NA,400,0
0,11,NA,NA,NA,NA,NA,NA,0
1,273,207,118,1,118,0,400,0
1,294,112,112,0,112,1,30,0
0,303,79,79,0,79,0,400,0
1,72,72,NA,0,NA,NA,1,0
0,356,251,102,0,102,0,400,0
0,250,241,NA,0,NA,NA,1,0
0,113,102,8,0,35,7,30,1
1,250,7,NA,0,NA,NA,30,0
0,382,221,49,1,132,6,400,0
1,328,234,135,0,135,1,400,0
1,211,105,6,2,20,3,400,0
1,151,147,36,0,36,0,30,0
0,149,NA,NA,0,NA,NA,NA,0
0,338,233,166,0,166,1,400,0
1,55,NA,NA,NA,NA,NA,NA,0
1,295,91,NA,1,NA,NA,1,0
0,302,123,NA,0,NA,NA,1,0
0,191,76,76,0,76,0,1,0
0,283,202,88,0,108,1,400,0
1,274,144,9,0,74,0,400,0
1,100,94,NA,0,NA,NA,400,0
1,114,116,NA,0,NA,NA,1,0
1,66,NA,NA,1,NA,NA,NA,1
0,37,8,NA,0,NA,NA,1,0
0,33,35,NA,0,NA,NA,1,0
1,114,81,5,0,17,4,400,1
0,124,39,39,0,39,1,1,0
0,153,96,96,0,96,0,1,1
0,374,85,3,1,22,2,400,0
0,344,161,NA,0,NA,NA,1,0
0,183,112,NA,0,NA,NA,400,0
1,191,157,5,0,36,2,1,0
0,338,85,57,0,57,0,400,0
1,115,111,NA,3,NA,NA,400,1
0,110,93,NA,0,NA,NA,1,0
0,229,79,4,2,48,1,400,0
0,359,225,82,0,154,1,400,0
0,340,410,24,0,24,0,1,0
1,102,80,80,0,80,1,60,0
0,253,128,NA,0,NA,NA,1,0
0,288,224,NA,1,NA,NA,1,0
0,86,80,NA,0,NA,NA,400,0
0,263,170,51,0,79,0,400,1
1,259,35,NA,0,NA,NA,400,0
0,145,134,NA,0,NA,NA,1,0
0,167,119,119,2,119,1,400,0
0,159,103,NA,0,NA,NA,1,0
0,382,121,21,1,47,2,120,0
0,13,NA,NA,0,NA,NA,NA,0
1,206,37,19,2,28,1,1,0
1,165,124,NA,0,NA,NA,1,0
0,132,11,NA,0,NA,NA,1,0
0,122,120,NA,0,NA,NA,400,0
0,143,108,74,0,85,0,30,0
1,306,121,19,2,81,0,400,0
1,298,294,57,0,66,0,1,0
0,102,87,63,0,69,4,400,0
1,120,20,NA,0,NA,NA,1,0
1,156,63,NA,0,NA,NA,1,0
1,264,232,38,2,38,0,1,0
1,210,NA,NA,0,NA,NA,NA,0
0,354,229,NA,0,NA,NA,30,0
1,315,108,NA,1,NA,NA,1,0
0,76,58,NA,0,NA,NA,1,0
0,32,NA,NA,0,NA,NA,NA,0
0,81,30,NA,0,NA,NA,400,0
0,204,108,11,4,34,2,400,0
1,117,28,28,0,28,0,90,0
1,29,26,NA,0,NA,NA,120,0
0,155,65,38,0,38,0,400,0
0,311,NA,NA,0,NA,NA,NA,0
1,109,58,NA,0,NA,NA,1,0
0,312,110,36,0,76,3,1,0
0,260,111,27,1,66,1,400,0
0,375,87,NA,0,NA,NA,120,0
0,219,112,83,1,98,1,400,0
0,45,21,NA,0,NA,NA,400,0
1,248,158,21,0,69,1,30,0
0,296,NA,NA,0,NA,NA,NA,0
0,319,90,5,0,52,2,1,0
0,176,479,79,1,79,1,400,0
0,165,NA,NA,0,NA,NA,NA,0
0,63,54,53,0,53,0,400,0
0,349,137,91,0,91,0,1,0
0,293,289,30,0,74,1,400,0
0,358,67,NA,0,NA,NA,1,0
1,346,272,63,0,63,0,400,0
0,166,107,NA,0,NA,NA,400,0
0,207,NA,NA,0,NA,NA,NA,0
0,232,234,NA,0,NA,NA,400,0
0,334,99,NA,0,NA,NA,1,0
0,190,190,51,0,76,0,400,0
0,114,114,37,0,37,1,1,0
1,92,89,4,0,10,3,400,0
1,246,136,9,0,52,2,30,1
1,231,93,8,0,33,1,400,0
1,291,96,81,0,89,2,1,0
0,191,139,31,0,79,2,30,0
1,76,76,59,0,59,0,400,0
1,350,230,103,1,163,1,1,0
0,266,155,144,0,144,1,1,0
0,338,238,9,2,99,1,400,0
1,244,136,56,0,96,3,400,1
0,159,69,NA,0,NA,NA,1,0
1,273,70,36,0,36,0,400,0
0,379,109,NA,0,NA,NA,400,0
1,187,77,18,3,18,0,400,0
1,154,61,61,0,61,0,1,0
0,354,16,15,1,15,1,1,0
1,108,109,NA,0,NA,NA,400,0
0,74,36,NA,0,NA,NA,400,0
0,140,85,50,0,50,0,60,0
0,217,186,NA,0,NA,NA,400,0
0,19,11,NA,0,NA,NA,400,0
0,317,238,NA,0,NA,NA,400,0
0,257,199,NA,0,NA,NA,1,0
1,321,84,36,0,63,1,30,0
0,133,108,108,3,108,0,1,0
1,324,NA,NA,0,NA,NA,NA,0
1,199,NA,NA,0,NA,NA,NA,0
0,343,NA,NA,0,NA,NA,NA,0
0,296,125,38,0,83,2,400,0
1,250,103,103,0,103,1,1,0
1,291,250,82,0,82,0,1,0
0,167,98,6,0,6,1,1,0
0,379,141,27,0,64,2,1,0
0,360,217,NA,0,NA,NA,400,0
0,238,NA,NA,0,NA,NA,NA,0
0,370,102,37,0,76,0,400,0
0,350,298,NA,0,NA,NA,30,0
1,76,63,NA,0,NA,NA,400,0
1,203,49,NA,0,NA,NA,120,1
1,272,137,38,0,57,0,400,0
0,91,83,7,1,7,0,120,0
0,80,82,NA,2,NA,NA,90,0
0,331,105,17,1,57,0,400,0
1,361,378,NA,0,NA,NA,1,0
1,122,113,39,1,39,0,1,0
0,203,124,20,1,20,0,400,0
0,377,251,8,0,44,2,400,0
1,585,345,NA,3,NA,NA,30,0
1,167,10,NA,4,NA,NA,60,0
1,346,50,NA,0,NA,NA,1,0
1,283,117,39,0,63,0,400,0
0,171,86,86,1,86,0,1,0
1,195,126,NA,0,NA,NA,400,0
0,58,53,NA,3,NA,NA,400,0
1,68,59,NA,0,NA,NA,1,0
0,172,132,40,0,92,1,400,0
0,102,48,NA,0,NA,NA,1,0
0,183,100,57,0,57,0,1,0
0,27,26,7,0,10,2,1,0
1,378,126,20,0,20,1,1,0
1,349,267,5,1,16,0,120,0
0,285,NA,NA,NA,NA,NA,NA,0
0,286,57,NA,0,NA,NA,1,0
0,243,107,40,0,64,2,1,0
0,37,21,NA,1,NA,NA,400,0
0,289,271,16,0,55,4,400,0
0,154,134,NA,0,NA,NA,1,0
0,178,179,21,0,42,1,400,0
1,322,109,NA,0,NA,NA,1,0
0,333,74,74,0,74,1,1,0
0,28,28,NA,0,NA,NA,1,0
1,NA,140,28,0,81,1,1,NA
0,382,165,132,0,132,0,1,0
0,180,NA,NA,0,NA,NA,NA,0
0,40,40,12,0,19,1,30,0
0,290,291,NA,0,NA,NA,1,0
1,178,207,25,3,89,3,1,0
0,62,12,NA,0,NA,NA,1,0
0,244,169,45,0,76,2,400,0
0,141,90,88,1,88,1,400,0
1,184,133,54,1,74,3,400,0
1,94,1,NA,0,NA,NA,1,1
0,276,68,NA,0,NA,NA,1,0
0,292,70,NA,0,NA,NA,1,0
0,230,106,10,0,67,2,400,0
0,274,86,61,0,61,1,400,0
0,67,51,NA,0,NA,NA,1,1
0,376,141,25,0,59,2,1,0
0,220,138,8,0,85,3,60,0
0,162,136,NA,0,NA,NA,120,0
0,181,104,46,0,71,1,1,0
0,125,87,83,0,83,0,400,0
1,315,236,80,0,100,1,1,0
1,239,NA,NA,NA,NA,NA,NA,0
0,291,231,56,0,69,1,1,0
1,377,43,43,0,43,0,1,0
0,265,79,61,0,61,1,1,0
0,166,148,112,0,112,0,400,0
0,293,184,121,0,122,1,90,0
1,286,155,NA,0,NA,NA,400,0
0,165,186,NA,0,NA,NA,1,0
1,202,46,NA,0,NA,NA,400,0
0,156,142,67,0,74,1,1,0
0,143,86,48,0,48,1,30,0
1,319,219,NA,1,NA,NA,30,1
1,321,66,NA,0,NA,NA,400,1
1,43,42,NA,0,NA,NA,90,0
1,85,32,25,7,25,0,1,0
0,248,NA,NA,NA,NA,NA,NA,0
1,334,306,77,0,91,1,1,0
0,362,247,140,0,142,2,1,0
1,25,NA,NA,1,NA,NA,NA,1
0,379,70,41,0,41,0,30,0
0,166,89,NA,0,NA,NA,400,0
0,21,NA,NA,0,NA,NA,NA,0
1,328,87,12,1,38,1,400,0
0,231,110,NA,0,NA,NA,1,0
1,264,100,87,0,87,0,400,0
0,249,66,66,0,66,0,1,0
1,23,10,NA,0,NA,NA,400,0
0,221,188,46,0,68,1,400,0
0,227,46,NA,0,NA,NA,400,0
0,80,81,NA,0,NA,NA,1,0
1,215,119,20,0,80,4,400,0
1,NA,85,68,0,68,0,1,NA
1,59,47,46,0,46,2,400,0
1,206,80,NA,0,NA,NA,1,0
1,192,99,68,0,83,1,1,0
0,90,65,NA,0,NA,NA,60,0
1,151,NA,NA,0,NA,NA,NA,1
0,169,142,NA,0,NA,NA,400,0
0,34,35,NA,0,NA,NA,1,0
0,227,230,NA,0,NA,NA,30,0
1,185,85,23,1,23,1,400,0
1,121,113,NA,1,NA,NA,400,0
0,121,120,NA,0,NA,NA,1,0
0,383,220,119,0,119,0,1,0
0,160,123,44,0,81,3,400,0
0,149,141,11,0,21,2,400,0
0,347,224,173,1,173,1,400,0
0,190,190,97,1,97,0,400,0
1,104,48,48,1,48,0,400,1
1,310,177,NA,0,NA,NA,1,0
0,91,92,62,0,62,0,1,1
0,245,131,80,0,80,0,1,0
0,100,54,10,0,10,1,1,1
0,241,96,96,0,96,0,400,0
0,NA,NA,NA,0,NA,NA,NA,NA
0,298,178,31,0,82,2,400,0
0,357,133,81,0,81,0,1,0
1,228,239,75,0,75,0,1,0
0,328,103,54,4,78,0,400,0
1,44,39,NA,1,NA,NA,400,0
1,227,236,NA,0,NA,NA,400,0
0,236,45,NA,0,NA,NA,1,0
0,197,129,109,0,119,1,400,0
1,132,117,60,1,60,0,400,1
0,321,169,30,0,64,2,30,0
1,116,101,NA,1,NA,NA,400,0
0,192,77,71,0,71,1,400,1
1,63,63,NA,0,NA,NA,1,1
0,251,257,8,6,74,2,400,0
1,50,22,NA,0,NA,NA,30,1
1,70,52,NA,1,NA,NA,400,0
1,82,38,33,0,33,0,400,0
1,96,95,10,3,10,1,90,0
1,123,89,40,1,40,1,400,0
0,137,91,35,0,63,0,400,0
1,143,144,26,0,26,1,1,0
1,220,204,73,0,82,0,1,0
0,71,42,42,0,42,0,400,0
1,47,116,11,0,39,4,400,0
1,105,94,11,0,53,1,400,0
1,285,106,74,0,74,0,400,0
0,43,40,14,0,14,1,400,0
0,268,108,29,4,29,0,400,0
1,195,136,98,0,117,1,400,0
0,203,172,52,0,94,2,1,0
0,120,119,NA,1,NA,NA,1,0
0,126,NA,NA,NA,NA,NA,NA,0
1,NA,NA,NA,NA,NA,NA,NA,0
0,320,287,70,0,114,1,400,0
0,225,62,62,1,62,0,400,0
1,335,226,19,1,83,4,400,0
0,295,170,73,0,92,1,400,0
1,356,109,46,0,76,2,400,1
0,351,267,NA,0,NA,NA,1,0
0,207,27,NA,0,NA,NA,1,0
0,322,168,53,2,91,1,30,0
0,56,38,17,1,25,4,1,0
0,NA,NA,NA,NA,NA,NA,NA,NA
0,207,101,34,0,54,1,400,0
1,255,8,8,1,8,1,30,0
1,218,96,21,0,21,0,400,0
0,349,306,NA,0,NA,NA,1,0
0,396,334,62,1,86,4,400,0
0,383,153,153,0,153,0,1,0
0,223,151,NA,0,NA,NA,1,0
0,83,75,13,1,17,1,400,0
0,349,228,26,1,26,1,1,0
0,216,211,NA,0,NA,NA,1,0
1,169,171,81,2,81,0,400,1
0,47,47,NA,0,NA,NA,400,0
0,212,NA,NA,0,NA,NA,NA,0
0,95,6,NA,0,NA,NA,1,0
0,378,NA,NA,0,NA,NA,NA,0
0,306,148,35,3,72,2,400,0
0,260,104,63,0,77,2,1,0
1,308,201,79,0,140,0,30,0
0,346,230,85,2,116,3,1,0
1,186,111,NA,1,NA,NA,1,1
1,193,177,5,3,61,2,400,1
0,340,130,64,0,105,2,1,0
1,278,104,78,0,78,0,1,0
0,157,118,10,0,33,1,30,0
0,205,195,55,0,72,0,400,0
0,114,106,21,1,81,4,1,0
1,188,185,21,0,64,3,1,0
1,378,NA,NA,NA,NA,NA,NA,0
1,NA,170,NA,0,NA,NA,400,0
1,286,100,15,1,53,1,1,0
0,314,99,13,1,53,3,400,1
0,198,71,67,0,67,0,1,0
0,207,52,52,0,52,1,1,0
0,316,91,47,3,76,2,1,0
0,198,NA,NA,NA,NA,NA,NA,0
0,169,96,15,0,47,4,400,0
0,185,92,NA,0,NA,NA,400,0
0,193,151,118,1,135,2,1,0
0,227,159,37,0,78,0,400,0
0,103,77,77,1,77,0,400,1
1,244,181,116,0,117,2,400,0
0,108,108,NA,1,NA,NA,1,0
0,313,157,NA,0,NA,NA,400,0
0,161,30,29,0,29,1,30,0
1,255,218,11,0,68,2,400,0
0,172,111,91,1,101,1,400,0
0,232,240,33,0,74,1,400,0
0,300,140,104,0,122,1,1,0
1,210,203,17,2,96,3,400,0
0,260,144,51,0,99,3,1,0
0,175,120,65,0,82,1,1,0
1,226,95,NA,0,NA,NA,1,0
1,221,NA,NA,0,NA,NA,NA,0
0,352,234,159,0,159,1,1,0
0,113,94,34,0,34,0,60,1
1,119,NA,NA,0,NA,NA,NA,0
0,302,141,34,1,82,1,400,0
0,338,101,45,0,67,1,1,0
0,264,205,27,1,56,1,400,0
1,93,86,34,0,51,1,400,0
0,85,57,NA,0,NA,NA,1,0
1,102,72,NA,0,NA,NA,1,0
0,203,100,9,1,35,3,1,0
1,109,92,31,2,56,1,400,0
0,381,82,12,0,40,5,400,0
0,186,144,144,0,144,1,400,0
0,323,219,101,0,133,3,1,0
0,226,164,32,0,32,0,400,0
0,352,142,2,1,57,7,1,0
0,30,NA,NA,0,NA,NA,NA,0
1,244,109,3,0,60,3,30,0
0,45,46,NA,0,NA,NA,1,0
0,306,380,NA,0,NA,NA,1,0
0,73,73,NA,0,NA,NA,400,0
0,72,NA,NA,0,NA,NA,NA,0
0,103,67,27,0,27,1,400,1
0,260,152,20,2,96,3,30,0
0,314,154,87,1,87,0,400,0
0,43,44,NA,0,NA,NA,1,1
1,NA,47,NA,0,NA,NA,60,NA
0,261,100,NA,0,NA,NA,1,0
0,57,55,NA,0,NA,NA,1,1
0,376,254,17,1,81,3,400,0
0,374,172,54,0,85,2,1,0
1,NA,NA,NA,0,NA,NA,NA,0
1,218,98,57,0,80,1,400,0
1,128,127,NA,0,NA,NA,30,0
1,336,90,4,0,36,1,400,0
0,10,NA,NA,NA,NA,NA,NA,0
1,269,112,106,0,106,0,1,0
0,213,138,39,1,47,1,400,0
0,348,240,NA,0,NA,NA,1,0
1,185,NA,NA,0,NA,NA,NA,0
0,211,86,31,0,47,1,400,0
1,54,26,10,0,10,0,60,0
1,325,94,94,2,94,0,400,0
0,NA,NA,NA,NA,NA,NA,NA,0
0,299,170,28,0,87,1,30,0
0,171,167,NA,0,NA,NA,1,1
0,346,146,107,1,107,0,60,0
0,124,110,NA,0,NA,NA,1,0
1,238,158,74,0,108,2,1,0
0,76,72,NA,0,NA,NA,1,0
0,425,153,22,1,81,2,30,0
0,188,155,NA,0,NA,NA,1,0
0,66,49,NA,0,NA,NA,90,0
1,296,240,25,5,46,2,400,0
0,148,NA,NA,0,NA,NA,NA,1
0,153,64,NA,1,NA,NA,30,0
0,292,232,34,0,34,0,400,0
0,148,74,NA,0,NA,NA,1,0
0,232,205,28,0,77,2,60,0
0,229,164,25,0,77,2,400,0
1,183,150,90,0,90,0,1,0
0,20,14,NA,0,NA,NA,400,0
1,50,65,NA,0,NA,NA,1,0
0,320,127,32,0,52,0,400,0
0,299,208,NA,0,NA,NA,400,0
0,81,74,NA,0,NA,NA,1,0
0,297,NA,NA,0,NA,NA,NA,0
1,121,NA,NA,0,NA,NA,NA,1
0,143,130,27,0,27,0,60,0
0,351,NA,NA,0,NA,NA,NA,0
0,233,126,126,0,126,1,1,0
1,104,106,21,1,34,1,1,0
0,74,72,NA,2,NA,NA,30,0
0,318,167,139,3,139,1,1,0
0,144,119,14,0,73,3,1,0
1,149,18,18,2,18,1,1,0
0,312,168,123,0,146,2,1,0
1,166,156,42,2,78,2,1,0
0,76,40,NA,0,NA,NA,30,0
1,209,42,NA,0,NA,NA,400,0
0,66,NA,NA,0,NA,NA,NA,1
0,338,171,73,0,73,1,400,0
0,6,NA,NA,0,NA,NA,NA,0
1,197,115,44,0,44,1,1,0
1,290,103,NA,1,NA,NA,400,0
0,29,9,NA,0,NA,NA,1,0
0,241,75,NA,0,NA,NA,1,0
0,292,143,19,1,47,2,400,1
0,196,170,91,0,91,1,1,0
0,311,127,101,0,114,1,400,0
0,290,82,39,0,39,0,400,0
0,341,177,28,1,63,1,1,0
0,223,97,81,0,81,1,400,0
0,164,164,40,0,83,1,400,0
0,293,203,30,0,77,2,1,0
0,175,58,NA,0,NA,NA,1,0
1,122,76,NA,0,NA,NA,400,0
0,180,NA,NA,0,NA,NA,NA,0
0,145,113,NA,0,NA,NA,1,0
0,354,38,NA,0,NA,NA,1,0
1,226,NA,NA,0,NA,NA,NA,0
0,17,NA,NA,1,NA,NA,NA,1
0,229,92,NA,0,NA,NA,1,0
0,83,73,NA,1,NA,NA,90,0
0,336,152,112,0,132,2,1,0
0,255,178,16,0,16,0,400,0
0,229,136,5,0,28,1,1,0
0,NA,NA,NA,NA,NA,NA,NA,0
0,222,177,22,0,106,3,1,0
1,306,87,87,0,87,0,400,0
0,NA,NA,NA,NA,NA,NA,NA,0
1,295,97,NA,0,NA,NA,90,0
1,125,124,55,1,55,1,120,0
0,317,177,109,0,109,1,400,0
0,108,NA,NA,0,NA,NA,NA,0
1,22,NA,NA,NA,NA,NA,NA,0
1,169,NA,NA,1,NA,NA,NA,0
1,79,NA,NA,0,NA,NA,NA,0
0,86,54,NA,0,NA,NA,1,0
0,358,118,86,0,102,1,400,0
0,248,131,15,1,15,0,400,0
0,289,77,NA,0,NA,NA,1,0
0,168,162,31,0,77,3,1,0
0,116,15,NA,0,NA,NA,1,0
1,299,112,37,0,37,0,1,0
0,167,NA,NA,NA,NA,NA,NA,0
0,281,148,121,1,121,1,400,0
0,9,NA,NA,NA,NA,NA,NA,0
0,96,88,NA,0,NA,NA,1,0
1,156,75,NA,0,NA,NA,400,0
0,196,121,NA,0,NA,NA,400,0
1,104,103,50,0,50,1,1,0
1,200,200,69,0,69,0,1,0
0,41,38,12,0,12,1,1,1
0,154,155,NA,0,NA,NA,400,0
0,116,14,NA,0,NA,NA,1,0
1,156,130,47,0,47,0,1,0
0,199,109,50,1,80,0,1,1
0,211,125,NA,0,NA,NA,60,0
0,46,49,NA,0,NA,NA,120,0
0,44,46,NA,0,NA,NA,1,0
1,62,63,54,0,54,0,60,0
0,262,25,NA,1,NA,NA,30,0
0,NA,156,NA,0,NA,NA,1,0
1,23,23,NA,0,NA,NA,1,0
0,203,8,NA,0,NA,NA,1,1
1,126,114,19,1,59,1,400,0
0,227,192,10,0,42,1,30,0
0,157,66,NA,0,NA,NA,400,0
1,283,168,8,1,78,1,400,0
1,286,116,NA,0,NA,NA,400,0
1,103,49,5,0,5,1,60,0
0,296,334,58,0,58,0,400,0
1,299,123,17,2,22,0,400,0
0,54,1,NA,0,NA,NA,1,0
1,110,103,NA,0,NA,NA,1,0
0,198,191,39,0,82,1,1,0
0,110,103,NA,0,NA,NA,400,0
0,386,202,NA,0,NA,NA,1,0
1,71,28,28,0,28,0,400,0
1,234,39,39,0,39,0,1,0
0,107,88,NA,0,NA,NA,400,0
1,132,NA,NA,NA,NA,NA,NA,1
0,239,94,94,0,94,0,1,0
1,298,228,39,0,39,0,1,0
0,359,214,29,1,93,6,1,0
1,121,81,19,3,19,0,400,0
1,147,NA,NA,NA,NA,NA,NA,1
1,236,NA,NA,0,NA,NA,NA,0
0,186,116,60,0,97,3,1,0
0,298,30,13,0,22,1,1,0
0,238,54,37,0,37,0,400,0
1,195,119,NA,0,NA,NA,1,0
0,184,182,51,0,51,1,1,0
0,345,85,85,0,85,0,400,0
0,104,89,59,0,59,0,1,0
0,276,146,NA,0,NA,NA,400,0
1,122,86,NA,1,NA,NA,1,0
0,339,99,NA,0,NA,NA,30,0
0,90,87,87,0,87,0,400,0
0,229,NA,NA,0,NA,NA,NA,0
1,164,NA,NA,NA,NA,NA,NA,0
0,302,131,7,0,64,4,1,0
0,65,NA,NA,NA,NA,NA,NA,0
0,52,48,NA,0,NA,NA,400,0
1,126,127,78,0,78,1,400,0
0,132,NA,NA,0,NA,NA,NA,0
0,225,96,8,8,14,3,90,0
1,60,NA,NA,0,NA,NA,NA,0
0,345,174,65,0,82,1,1,0
0,293,221,154,0,204,4,400,0
0,14,14,14,0,14,1,1,0
0,337,NA,NA,0,NA,NA,NA,0
0,296,130,115,0,115,0,1,0
1,15,NA,NA,0,NA,NA,NA,0
1,92,88,NA,0,NA,NA,1,0
0,124,125,36,0,36,1,1,0
0,313,239,56,0,56,0,1,0
0,265,188,123,0,123,1,400,0
1,NA,31,NA,0,NA,NA,1,0
1,345,139,72,0,72,1,400,0
1,347,184,47,0,60,0,400,1
0,294,159,33,0,33,0,400,0
0,266,181,47,0,75,1,1,0
0,89,76,28,0,59,3,30,0
0,244,233,64,0,64,0,400,0
0,274,76,NA,0,NA,NA,1,0
0,61,47,NA,0,NA,NA,400,0
1,95,60,NA,0,NA,NA,400,0
0,67,64,NA,0,NA,NA,1,0
0,328,109,84,0,96,2,1,0
0,138,140,NA,0,NA,NA,1,0
1,116,NA,NA,0,NA,NA,NA,0
0,353,325,69,1,93,1,1,0
0,61,56,12,1,18,1,400,0
1,320,170,NA,1,NA,NA,400,0
0,272,10,NA,1,NA,NA,1,0
0,108,107,NA,0,NA,NA,400,0
0,283,150,NA,0,NA,NA,400,0
0,297,174,108,0,112,1,1,0
0,61,63,9,2,9,1,400,0
0,29,12,NA,0,NA,NA,1,0
0,251,82,NA,0,NA,NA,1,0
0,240,127,72,0,87,1,1,0
1,211,129,23,2,63,1,400,0
1,240,NA,NA,0,NA,NA,NA,0
0,117,90,77,0,77,1,1,0
1,NA,62,25,0,25,0,400,NA
0,297,111,9,0,49,1,400,0
0,142,NA,NA,1,NA,NA,NA,0
0,167,167,NA,0,NA,NA,400,0
1,300,242,14,0,63,2,90,0
0,359,31,31,0,31,0,30,0
1,224,NA,NA,0,NA,NA,NA,0
0,75,72,71,1,71,0,60,1
0,299,221,149,0,149,1,1,1
1,72,NA,NA,0,NA,NA,NA,0
0,155,118,NA,0,NA,NA,1,0
0,113,103,NA,0,NA,NA,1,0
0,374,141,NA,0,NA,NA,400,0
0,318,155,37,1,37,0,1,0
