FirstYearDelinquency,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
0,305,254,NA,0,NA,NA,1,0
1,149,125,39,0,39,0,400,0
1,71,NA,NA,NA,NA,NA,NA,0
0,183,106,35,2,77,4,400,0
1,299,225,NA,2,NA,NA,1,0
0,44,6,5,2,5,1,1,1
0,59,60,NA,0,NA,NA,1,0
0,210,131,NA,0,NA,NA,1,0
0,283,140,140,0,140,1,400,0
0,174,138,NA,0,NA,NA,1,0
0,80,NA,NA,0,NA,NA,NA,0
1,115,NA,NA,0,NA,NA,NA,0
0,305,225,85,1,105,2,400,0
0,183,103,13,0,57,3,400,0
0,57,44,NA,0,NA,NA,1,0
1,241,95,31,2,35,0,400,0
0,325,26,NA,2,NA,NA,400,0
1,24,19,6,0,13,2,1,1
0,374,286,NA,0,NA,NA,400,0
1,135,133,23,1,26,2,120,0
0,194,225,60,0,92,3,30,0
1,234,113,NA,0,NA,NA,1,0
1,285,NA,NA,0,NA,NA,NA,1
1,9,3,NA,0,NA,NA,1,0
1,194,NA,NA,0,NA,NA,NA,0
0,305,14,NA,0,NA,NA,1,0
0,130,NA,NA,NA,NA,NA,NA,0
1,381,250,NA,0,NA,NA,1,0
0,356,231,152,0,152,1,1,0
1,156,142,NA,1,NA,NA,400,0
0,377,85,NA,0,NA,NA,1,0
1,302,135,21,1,71,6,90,0
0,139,NA,NA,0,NA,NA,NA,0
1,39,NA,NA,NA,NA,NA,NA,0
0,358,91,59,0,74,0,1,0
1,76,70,NA,0,NA,NA,400,0
1,168,93,83,1,88,0,1,0
0,303,198,32,1,59,0,1,0
0,341,149,NA,0,NA,NA,1,0
0,327,NA,NA,0,NA,NA,NA,0
1,246,NA,NA,NA,NA,NA,NA,0
1,375,197,1,0,76,1,30,0
0,309,97,47,0,72,0,120,0
1,314,205,87,2,107,3,400,0
0,130,115,88,1,88,0,400,0
0,4,NA,NA,NA,NA,NA,NA,0
0,75,56,2,1,29,1,1,0
0,318,120,18,0,50,0,1,0
0,33,13,NA,0,NA,NA,1,0
0,192,NA,NA,NA,NA,NA,NA,0
0,269,272,18,0,76,3,1,0
0,321,108,NA,0,NA,NA,60,0
0,296,161,12,0,12,1,400,0
0,221,143,14,1,94,2,1,0
0,349,176,89,0,89,0,30,0
0,191,165,7,0,64,9,30,0
1,132,133,4,0,4,0,30,0
1,70,18,13,1,16,1,400,0
0,94,70,NA,0,NA,NA,1,0
1,154,78,38,0,38,0,1,0
1,320,243,13,0,65,1,400,0
0,183,51,30,1,41,1,400,0
1,246,191,2,0,29,2,1,0
0,41,NA,NA,0,NA,NA,NA,0
0,381,317,56,0,56,1,400,0
0,157,112,106,1,106,1,1,1
0,364,228,45,1,67,1,1,0
0,9,1,NA,0,NA,NA,1,0
0,144,133,93,0,113,1,1,0
1,198,173,5,0,27,1,400,0
0,378,114,28,0,62,1,400,0
1,141,15,NA,1,NA,NA,1,0
1,318,229,18,1,18,1,400,0
0,106,67,NA,0,NA,NA,1,0
1,111,109,NA,0,NA,NA,1,0
0,293,67,6,2,37,1,1,0
0,17,NA,NA,NA,NA,NA,NA,0
1,241,177,66,0,82,0,1,0
1,55,46,NA,0,NA,NA,1,0
0,278,204,NA,0,NA,NA,1,1
0,289,133,21,2,21,0,1,0
0,NA,43,22,0,22,0,400,NA
0,349,201,69,0,93,1,1,0
0,153,137,100,0,111,1,400,0
1,149,135,109,1,122,2,400,0
1,5,5,NA,0,NA,NA,1,1
1,218,219,15,5,72,3,400,0
0,322,151,8,0,8,1,400,0
1,107,55,18,0,26,1,120,0
1,245,57,15,2,15,0,1,0
0,317,85,85,0,85,0,1,0
1,350,85,46,1,66,0,400,0
1,126,7,NA,0,NA,NA,1,0
0,381,188,11,1,74,2,1,0
1,8,4,NA,0,NA,NA,1,0
0,347,69,NA,0,NA,NA,1,0
0,380,139,NA,0,NA,NA,1,0
0,247,109,75,0,98,1,400,0
0,243,121,42,0,73,1,400,0
0,179,358,81,0,116,1,1,0
1,43,17,NA,0,NA,NA,400,0
0,107,107,74,1,74,0,400,0
0,246,196,106,0,148,1,120,0
0,373,130,NA,0,NA,NA,1,0
1,89,90,70,0,70,0,1,0
0,210,131,46,1,79,1,120,0
0,331,235,26,0,54,1,30,1
0,NA,NA,NA,NA,NA,NA,NA,NA
1,198,78,41,0,66,0,400,0
0,281,146,14,3,84,1,120,0
0,17,NA,NA,0,NA,NA,NA,1
1,297,134,93,0,114,1,1,0
1,68,14,NA,0,NA,NA,1,0
0,161,13,9,0,9,1,1,0
0,192,75,75,0,75,0,400,0
0,345,38,NA,0,NA,NA,400,0
1,198,86,86,0,86,0,400,0
1,174,54,NA,0,NA,NA,60,0
0,43,31,NA,0,NA,NA,1,0
1,239,123,47,0,80,2,1,0
0,297,157,25,3,37,3,400,0
0,318,102,61,0,82,0,1,0
0,216,149,11,0,65,2,400,0
1,349,155,87,0,87,0,1,0
1,155,2,NA,0,NA,NA,1,0
0,276,210,NA,1,NA,NA,1,0
1,289,82,27,0,57,0,400,0
1,203,543,15,2,15,0,60,0
1,198,138,5,0,8,2,1,0
1,195,147,NA,0,NA,NA,1,0
0,278,284,24,0,78,2,400,0
0,200,159,127,0,127,0,1,0
1,164,49,NA,1,NA,NA,1,0
1,293,9,9,0,9,1,1,1
1,267,122,NA,3,NA,NA,1,0
0,300,116,7,0,81,4,400,0
1,183,175,46,0,46,0,400,0
1,321,120,95,1,103,1,1,0
1,206,NA,NA,0,NA,NA,NA,0
0,87,NA,NA,NA,NA,NA,NA,0
0,127,105,NA,0,NA,NA,1,0
1,3,3,NA,0,NA,NA,1,0
0,303,199,38,0,94,2,1,0
1,246,96,NA,0,NA,NA,1,0
1,361,147,102,0,102,0,1,0
1,239,143,65,0,109,2,400,0
1,260,264,NA,0,NA,NA,1,0
1,200,NA,NA,0,NA,NA,NA,0
1,17,NA,NA,0,NA,NA,NA,0
1,343,50,33,0,42,1,30,0
1,237,11,NA,0,NA,NA,1,1
0,378,98,84,0,84,0,400,0
1,89,32,NA,0,NA,NA,400,0
0,340,149,NA,2,NA,NA,400,0
0,290,312,4,0,72,9,1,0
0,198,115,115,0,115,0,1,0
1,178,NA,NA,0,NA,NA,NA,0
0,248,72,15,0,48,1,1,0
0,69,49,NA,2,NA,NA,400,0
0,110,78,57,0,57,0,400,0
0,117,24,24,0,24,1,1,1
1,275,41,NA,0,NA,NA,1,0
0,347,172,51,0,95,1,30,0
0,262,38,38,0,38,0,1,0
0,251,86,86,0,86,0,1,0
0,142,NA,NA,0,NA,NA,NA,0
1,26,24,NA,1,NA,NA,400,1
0,87,NA,NA,0,NA,NA,NA,0
0,292,56,21,0,37,1,400,0
0,300,224,NA,0,NA,NA,1,0
0,377,104,NA,0,NA,NA,90,0
0,377,128,27,0,76,2,1,0
0,262,230,59,0,59,0,1,0
0,248,203,62,0,62,0,1,0
0,109,77,NA,0,NA,NA,400,0
0,339,215,49,0,75,0,1,0
1,29,25,NA,0,NA,NA,1,0
1,66,49,49,0,49,1,1,0
0,382,NA,NA,1,NA,NA,1,0
0,52,34,NA,0,NA,NA,1,0
0,353,33,8,0,13,3,1,0
0,23,24,NA,0,NA,NA,30,0
0,309,97,83,0,83,0,30,0
1,254,67,NA,0,NA,NA,1,0
1,120,104,22,0,60,2,400,0
1,304,203,29,0,73,2,30,0
0,346,59,52,0,52,0,400,0
0,124,79,NA,1,NA,NA,400,0
0,278,80,NA,0,NA,NA,400,1
1,287,214,17,0,46,0,400,0
0,346,254,7,0,35,3,1,0
1,304,256,58,0,123,1,1,0
0,190,83,83,0,83,0,1,0
0,342,114,NA,1,NA,NA,400,0
1,225,144,NA,0,NA,NA,1,0
0,53,7,3,0,3,1,1,0
0,62,56,7,0,7,1,1,0
0,341,238,NA,1,NA,NA,400,0
0,40,NA,NA,0,NA,NA,NA,0
1,246,96,76,0,76,0,400,0
0,237,176,75,1,99,0,120,0
0,250,154,106,0,130,1,1,0
0,170,119,47,1,83,0,400,0
0,35,6,3,0,3,1,1,0
0,239,165,23,2,94,3,400,0
0,117,113,34,2,34,0,400,1
1,252,117,107,0,112,2,1,0
0,302,136,136,0,136,0,1,0
0,117,70,NA,0,NA,NA,400,0
0,197,134,71,0,79,0,400,0
0,352,59,NA,0,NA,NA,1,0
0,169,NA,NA,0,NA,NA,NA,0
1,155,111,91,1,101,2,400,0
0,236,NA,NA,1,NA,NA,NA,0
1,125,96,79,0,87,1,400,0
0,288,163,42,0,73,1,400,0
1,37,2,NA,0,NA,NA,1,0
1,212,179,12,4,124,3,400,0
0,317,167,80,0,80,0,60,0
0,215,112,12,0,69,2,60,0
0,295,129,21,0,75,1,1,0
1,142,117,44,0,69,0,1,0
0,209,181,NA,0,NA,NA,1,0
0,162,107,36,0,36,1,1,0
0,225,223,17,0,62,0,30,0
0,310,123,NA,0,NA,NA,1,0
0,107,101,101,1,101,0,1,1
1,240,39,NA,0,NA,NA,1,0
0,368,182,NA,0,NA,NA,1,0
0,80,80,NA,1,NA,NA,400,0
0,39,23,NA,0,NA,NA,90,0
0,234,100,81,2,85,0,1,0
0,360,374,78,1,100,2,400,0
1,121,111,101,0,106,2,400,0
1,325,163,73,0,106,2,1,0
1,379,211,NA,0,NA,NA,1,0
1,226,56,NA,0,NA,NA,400,0
1,374,138,NA,0,NA,NA,1,0
0,188,157,NA,0,NA,NA,1,0
0,96,92,NA,0,NA,NA,30,0
0,196,94,NA,0,NA,NA,1,0
0,2,NA,NA,0,NA,NA,NA,1
0,190,66,66,0,66,1,1,0
0,281,281,91,0,91,0,1,0
1,157,11,NA,0,NA,NA,1,0
0,11,11,NA,0,NA,NA,1,0
0,NA,NA,NA,0,NA,NA,NA,NA
0,350,307,25,0,49,3,1,0
0,126,76,76,0,76,0,1,0
0,400,103,NA,0,NA,NA,30,0
1,152,83,NA,0,NA,NA,1,1
1,98,99,47,0,59,0,400,0
1,307,145,NA,0,NA,NA,1,0
0,249,147,44,0,96,0,1,0
0,227,217,NA,0,NA,NA,1,0
1,201,NA,NA,0,NA,NA,NA,0
0,94,45,NA,0,NA,NA,1,1
0,295,141,141,0,141,1,1,0
1,22,6,NA,0,NA,NA,1,0
0,166,56,NA,2,NA,NA,400,0
0,2,NA,NA,0,NA,NA,NA,0
1,182,166,NA,1,NA,NA,1,0
0,267,162,88,0,114,3,1,0
0,351,133,55,0,103,2,400,0
0,25,6,6,1,6,0,60,0
0,314,61,61,0,61,0,1,0
0,126,NA,NA,0,NA,NA,NA,0
0,64,57,NA,0,NA,NA,400,0
1,152,154,87,0,87,0,1,0
1,330,300,2,0,5,2,1,0
0,264,43,NA,0,NA,NA,400,0
0,379,203,46,0,80,2,30,0
0,320,156,32,1,77,3,400,0
0,327,325,32,0,80,2,400,0
0,52,NA,NA,0,NA,NA,NA,0
0,124,122,NA,0,NA,NA,1,0
0,239,219,119,0,147,2,400,0
1,229,108,10,2,12,1,400,0
0,292,87,46,0,46,0,1,0
1,252,112,69,0,86,1,400,0
0,293,123,11,1,53,2,60,0
1,91,88,84,0,84,0,400,0
0,49,NA,NA,NA,NA,NA,NA,0
1,352,148,NA,3,NA,NA,400,0
0,223,89,NA,0,NA,NA,1,0
0,168,222,127,1,127,0,120,0
0,213,211,94,0,132,2,90,0
0,317,139,52,0,68,1,30,0
0,140,186,121,0,121,1,30,0
0,274,202,93,0,93,0,400,0
1,288,NA,NA,NA,NA,NA,NA,0
1,360,175,52,1,88,1,1,0
0,107,101,42,0,42,1,400,0
1,142,70,8,0,37,1,60,0
0,382,NA,NA,NA,NA,NA,NA,0
1,194,141,30,2,30,0,400,0
0,381,143,112,0,112,1,400,0
0,278,198,66,0,78,0,1,0
1,93,19,NA,0,NA,NA,30,0
0,338,128,41,1,82,3,1,0
1,295,133,117,0,125,2,400,0
0,285,110,90,0,97,0,1,0
0,191,97,97,0,97,0,1,0
1,249,167,5,0,11,2,1,0
0,173,244,168,0,168,1,1,0
0,378,79,50,1,56,2,400,0
0,93,28,NA,0,NA,NA,1,1
0,185,43,NA,0,NA,NA,400,1
1,158,111,72,0,79,0,400,0
1,225,NA,NA,NA,NA,NA,NA,0
1,182,70,NA,1,NA,NA,400,0
0,380,238,31,0,59,2,120,0
0,266,212,9,1,61,2,400,0
1,157,157,54,0,74,0,400,0
1,362,367,34,0,82,2,1,0
0,198,188,NA,1,NA,NA,1,0
1,81,28,8,0,18,0,120,0
1,290,104,41,0,62,1,400,0
0,360,320,2,0,50,2,400,0
0,288,206,NA,0,NA,NA,400,0
0,275,48,NA,0,NA,NA,400,0
1,290,83,NA,0,NA,NA,400,0
0,342,421,26,0,41,2,400,0
1,203,201,103,2,124,1,1,0
0,181,109,NA,0,NA,NA,120,0
0,325,198,142,1,142,1,30,0
1,252,NA,NA,0,NA,NA,NA,0
0,317,118,81,1,103,2,1,0
0,172,144,26,0,47,0,400,0
1,194,31,31,1,31,1,1,0
1,224,150,65,0,65,0,1,0
1,139,102,NA,0,NA,NA,60,0
1,378,347,8,0,49,2,1,1
0,100,61,30,0,30,0,400,0
1,324,191,16,0,91,3,1,0
1,154,87,21,1,43,1,400,0
0,118,115,NA,0,NA,NA,400,0
1,NA,144,20,0,85,3,90,NA
1,453,95,26,0,26,0,400,0
0,186,185,99,1,99,1,30,0
0,281,283,NA,0,NA,NA,400,0
0,84,37,NA,0,NA,NA,400,0
0,233,217,61,2,116,2,400,1
0,106,78,NA,0,NA,NA,400,0
0,104,90,90,1,90,0,400,0
0,243,113,NA,1,NA,NA,400,0
1,16,14,NA,0,NA,NA,1,1
0,243,159,21,4,48,5,120,0
0,138,126,13,0,70,2,400,0
0,97,69,NA,0,NA,NA,1,0
0,319,276,13,0,38,1,1,0
0,264,58,58,0,58,0,400,0
1,225,140,24,2,68,0,400,0
0,46,44,NA,0,NA,NA,400,0
0,277,40,NA,0,NA,NA,400,0
0,149,46,46,0,46,1,1,0
0,190,191,75,0,81,0,400,0
0,275,146,NA,0,NA,NA,1,0
0,265,NA,NA,NA,NA,NA,NA,0
0,343,276,28,0,81,1,400,0
0,365,322,144,0,144,1,1,0
0,324,187,21,0,35,2,1,0
1,225,210,26,0,26,0,400,0
1,310,225,109,1,109,0,1,0
0,314,187,NA,0,NA,NA,1,0
1,327,169,NA,0,NA,NA,30,0
0,131,131,46,0,46,1,400,0
1,107,NA,NA,0,NA,NA,NA,0
0,137,47,35,4,35,1,1,0
0,128,47,24,0,36,1,1,0
1,88,31,NA,0,NA,NA,400,0
1,380,239,6,3,52,1,30,0
0,118,92,NA,0,NA,NA,400,0
0,102,98,51,0,64,0,400,0
1,97,109,7,0,15,1,400,0
0,124,56,NA,1,NA,NA,400,0
0,36,NA,NA,0,NA,NA,NA,0
0,193,99,39,0,39,1,400,0
0,347,95,8,0,42,3,30,0
0,258,97,10,1,10,1,60,0
0,259,204,17,0,17,0,60,0
0,73,NA,NA,0,NA,NA,NA,0
0,287,60,NA,0,NA,NA,400,0
1,246,165,45,0,67,2,400,0
1,427,130,126,0,126,0,1,0
0,343,143,27,0,83,4,1,0
1,203,53,17,0,24,1,90,0
1,161,112,NA,0,NA,NA,400,0
0,155,134,64,2,64,1,60,0
0,153,109,2,0,56,1,1,0
1,257,162,69,0,75,1,400,1
0,345,331,50,0,93,2,120,0
0,102,63,NA,1,NA,NA,400,0
1,97,93,37,2,37,1,400,0
0,137,136,37,0,37,0,400,0
0,368,150,9,1,60,2,60,0
0,33,24,13,0,19,2,1,0
0,302,96,12,1,54,1,1,0
0,NA,6,NA,0,NA,NA,1,0
0,158,153,44,2,75,1,400,0
0,NA,251,117,0,117,1,1,NA
1,21,4,2,0,2,1,1,0
0,353,122,NA,0,NA,NA,1,0
0,151,NA,NA,0,NA,NA,NA,0
1,65,NA,NA,0,NA,NA,NA,0
0,303,178,8,0,103,2,400,0
0,104,19,NA,0,NA,NA,1,0
0,81,82,NA,0,NA,NA,60,0
0,320,138,138,0,138,1,1,0
0,97,89,NA,0,NA,NA,400,0
1,375,205,72,1,72,0,400,0
1,223,91,60,0,60,1,1,0
1,347,199,164,1,182,2,400,0
0,235,227,47,1,92,2,1,0
1,68,64,NA,0,NA,NA,400,0
1,236,128,57,0,75,0,400,0
1,265,153,17,0,70,0,1,0
1,279,210,54,0,79,0,1,0
0,304,NA,NA,NA,NA,NA,NA,0
1,68,NA,NA,0,NA,NA,NA,0
0,239,88,NA,0,NA,NA,400,0
1,236,199,47,1,126,5,400,0
1,55,47,NA,0,NA,NA,400,0
0,263,106,35,1,60,2,60,0
0,350,NA,NA,NA,NA,NA,NA,0
0,182,99,NA,0,NA,NA,1,0
0,142,44,44,0,44,1,1,0
1,487,192,76,0,89,0,400,0
0,142,75,NA,1,NA,NA,400,0
0,356,303,63,0,109,1,1,0
1,97,96,96,0,96,0,400,0
1,38,30,NA,1,NA,NA,400,0
0,95,79,NA,1,NA,NA,1,0
0,2,NA,NA,0,NA,NA,NA,0
0,237,108,93,0,93,0,1,0
0,178,152,65,0,73,1,1,1
0,301,94,94,0,94,0,1,0
0,149,84,23,0,23,1,400,0
0,69,2,NA,0,NA,NA,1,0
1,152,47,NA,0,NA,NA,1,0
0,300,293,83,0,83,1,400,0
0,194,82,44,0,44,0,400,0
1,182,140,29,3,29,0,400,0
0,158,7,7,0,7,1,1,0
1,182,71,NA,0,NA,NA,400,0
0,302,118,8,0,71,4,400,0
0,383,217,NA,0,NA,NA,60,0
0,109,109,NA,0,NA,NA,1,0
0,46,39,NA,0,NA,NA,1,0
0,366,111,111,0,111,1,400,0
0,97,93,51,1,51,0,400,0
0,247,228,72,0,72,0,1,0
0,221,125,NA,0,NA,NA,400,0
0,268,167,41,0,104,1,1,0
0,243,161,78,0,90,0,400,0
1,150,37,NA,0,NA,NA,400,0
1,192,NA,NA,NA,NA,NA,NA,0
0,378,98,78,0,83,0,400,0
0,131,96,9,0,59,0,30,0
1,19,NA,NA,0,NA,NA,NA,0
0,185,158,NA,0,NA,NA,1,0
0,214,220,NA,0,NA,NA,1,0
0,313,176,6,0,29,6,400,0
1,259,57,NA,1,NA,NA,120,0
1,127,40,NA,0,NA,NA,60,1
1,NA,8,8,1,8,1,60,NA
0,NA,NA,NA,NA,NA,NA,NA,NA
1,352,115,2,0,26,1,400,0
1,262,97,97,0,97,0,400,0
1,82,6,6,0,6,1,1,0
1,204,213,81,2,81,0,400,0
1,115,114,80,0,80,0,1,0
1,77,14,NA,0,NA,NA,400,0
0,176,97,73,1,85,1,400,0
0,199,147,NA,1,NA,NA,1,0
0,47,48,NA,0,NA,NA,400,0
1,318,124,NA,0,NA,NA,400,0
0,253,124,29,0,78,6,400,0
0,15,NA,NA,0,NA,NA,NA,0
1,86,45,NA,0,NA,NA,1,0
1,347,169,NA,0,NA,NA,1,0
0,351,NA,NA,NA,NA,NA,NA,0
1,4,NA,NA,0,NA,NA,NA,0
1,80,78,55,0,55,0,1,0
1,NA,NA,NA,NA,NA,NA,NA,NA
0,156,NA,NA,0,NA,NA,NA,0
1,158,305,NA,0,NA,NA,1,0
0,337,114,114,1,114,0,1,0
0,321,53,NA,0,NA,NA,120,0
1,236,255,NA,0,NA,NA,1,0
1,333,91,29,0,53,0,400,0
1,269,89,NA,0,NA,NA,400,0
0,265,129,39,1,85,1,120,0
1,353,122,NA,0,NA,NA,1,0
0,178,63,57,0,57,0,400,0
0,106,89,29,0,29,1,1,0
0,278,216,41,1,41,1,400,0
0,76,77,36,0,52,1,400,0
1,274,118,NA,0,NA,NA,400,0
0,295,73,NA,0,NA,NA,1,0
0,317,134,17,1,76,0,400,0
0,399,360,NA,0,NA,NA,1,0
0,164,27,NA,0,NA,NA,1,0
1,223,93,51,0,51,0,60,0
1,352,285,NA,0,NA,NA,400,0
1,189,172,85,0,85,0,400,0
1,29,25,NA,0,NA,NA,1,0
0,339,6,NA,0,NA,NA,1,0
1,323,158,NA,0,NA,NA,400,0
1,284,248,NA,2,NA,NA,400,0
0,302,153,42,0,42,0,400,0
1,326,118,76,1,76,0,1,0
1,168,89,50,0,68,0,400,0
0,69,14,NA,0,NA,NA,1,0
0,344,NA,NA,0,NA,NA,NA,0
1,143,NA,NA,2,NA,NA,1,0
0,143,177,80,0,80,0,400,0
0,309,189,79,0,90,3,1,0
1,141,134,39,1,75,2,400,1
1,320,253,13,1,40,2,400,0
1,15,13,NA,0,NA,NA,400,0
0,373,209,22,0,91,3,400,0
0,25,23,NA,1,NA,NA,400,0
1,320,325,NA,0,NA,NA,1,0
0,49,89,51,1,64,1,400,0
0,182,112,72,0,92,1,1,1
0,277,160,20,0,39,1,400,0
0,202,174,48,0,48,0,1,1
0,32,19,4,0,4,1,400,0
1,197,198,15,0,68,2,400,0
1,228,71,14,1,14,0,30,0
0,283,82,21,0,21,1,1,0
0,209,42,42,0,42,1,30,0
0,81,NA,NA,0,NA,NA,NA,0
0,335,80,13,0,13,1,1,0
0,295,198,198,0,198,1,1,0
0,152,66,15,0,15,1,1,0
0,177,94,NA,0,NA,NA,1,0
0,375,288,52,0,103,4,400,0
0,112,114,NA,0,NA,NA,400,0
1,219,104,104,0,104,0,30,0
1,205,185,34,0,75,2,30,0
0,80,80,NA,0,NA,NA,400,0
0,254,211,NA,2,NA,NA,400,0
0,296,NA,NA,1,NA,NA,NA,0
0,218,261,11,1,62,4,400,0
0,78,1,NA,0,NA,NA,1,1
0,71,56,NA,0,NA,NA,400,1
0,190,185,NA,0,NA,NA,400,0
1,245,83,46,1,56,0,1,0
0,375,163,113,0,127,2,1,0
0,363,303,13,4,66,3,1,0
0,157,153,95,0,95,0,400,0
0,97,97,6,0,57,3,1,0
0,281,236,169,0,169,1,1,0
0,140,66,44,0,44,1,1,0
1,36,NA,NA,0,NA,NA,NA,1
0,194,104,47,0,72,0,1,0
0,33,34,NA,0,NA,NA,1,0
0,74,74,NA,1,NA,NA,120,0
1,260,238,17,0,69,1,400,0
0,192,82,82,0,82,1,1,0
1,242,NA,NA,0,NA,NA,NA,0
0,113,114,19,1,43,2,400,0
0,16,NA,NA,0,NA,NA,NA,0
0,168,148,83,0,100,1,400,0
0,268,225,74,0,81,0,1,0
1,120,121,NA,1,NA,NA,1,0
0,165,146,76,0,89,1,400,0
1,330,87,26,0,57,0,400,0
0,379,148,62,0,88,2,30,0
0,345,135,19,1,77,2,1,0
0,19,NA,NA,0,NA,NA,NA,0
1,76,5,NA,0,NA,NA,60,0
0,193,NA,NA,0,NA,NA,NA,0
0,146,143,NA,0,NA,NA,120,0
0,274,59,2,0,2,1,1,0
0,99,64,NA,0,NA,NA,400,0
0,93,NA,NA,0,NA,NA,NA,0
1,344,14,NA,0,NA,NA,400,0
0,105,68,NA,0,NA,NA,1,0
0,283,192,86,0,121,0,1,0
0,353,NA,NA,NA,NA,NA,NA,0
0,197,117,85,0,85,0,1,0
0,16,1,NA,0,NA,NA,1,1
0,177,12,NA,1,NA,NA,1,0
1,196,33,33,0,33,0,1,0
0,216,86,21,0,54,1,400,0
0,377,143,25,0,44,1,1,0
1,245,155,75,0,87,1,400,0
1,168,134,52,1,93,0,1,0
1,347,122,85,1,85,0,400,0
0,455,125,78,0,83,0,120,0
0,114,60,60,0,60,0,1,0
0,264,134,131,0,133,1,1,0
0,220,142,70,0,70,1,1,0
1,346,132,102,0,114,2,1,0
0,347,77,40,2,40,1,400,0
1,120,64,46,0,46,0,30,0
0,105,112,NA,0,NA,NA,1,0
0,225,155,41,3,41,0,1,0
0,171,53,53,0,53,0,400,1
0,317,95,NA,0,NA,NA,1,0
1,45,36,NA,0,NA,NA,1,0
0,45,45,NA,0,NA,NA,1,0
0,200,NA,NA,0,NA,NA,NA,0
1,66,67,6,1,13,2,400,0
1,13,NA,NA,0,NA,NA,NA,0
0,102,57,NA,0,NA,NA,1,0
1,106,95,NA,2,NA,NA,400,0
0,75,67,NA,0,NA,NA,1,0
1,144,77,NA,1,NA,NA,1,0
0,85,83,NA,0,NA,NA,1,0
0,350,205,39,0,39,1,30,0
0,122,118,22,0,46,2,30,0
1,292,218,NA,3,NA,NA,1,0
0,25,NA,NA,NA,NA,NA,NA,0
0,250,13,NA,0,NA,NA,400,0
0,224,103,NA,0,NA,NA,1,0
0,154,145,52,0,82,0,400,0
0,264,93,14,0,22,0,400,1
1,114,99,70,2,81,1,1,0
0,305,147,121,0,124,1,1,0
0,297,122,42,0,42,1,1,0
1,184,87,NA,0,NA,NA,400,0
0,38,NA,NA,0,NA,NA,NA,0
0,249,41,41,0,41,0,1,0
1,88,73,NA,2,NA,NA,400,0
0,340,217,7,0,88,4,30,0
1,250,251,40,0,40,0,400,0
1,452,161,135,0,135,0,1,0
1,76,68,NA,0,NA,NA,400,0
1,196,106,106,0,106,0,400,0
1,130,NA,NA,NA,NA,NA,NA,0
0,349,181,17,1,89,4,30,0
1,328,149,149,1,149,1,1,0
0,257,237,28,1,95,1,30,0
0,62,13,NA,0,NA,NA,1,0
0,194,104,2,0,46,3,400,0
0,26,26,NA,0,NA,NA,400,0
1,90,99,NA,0,NA,NA,400,0
1,88,89,25,0,37,1,1,0
0,306,164,96,0,120,2,400,0
0,331,184,42,0,42,0,400,0
0,372,179,71,1,71,0,1,0
0,110,111,NA,0,NA,NA,90,1
0,19,NA,NA,0,NA,NA,NA,0
1,178,139,8,0,68,1,1,0
0,348,287,121,0,121,1,400,0
0,203,47,47,0,47,0,400,1
1,104,75,NA,1,NA,NA,400,0
0,119,113,82,0,82,0,1,0
1,315,122,32,0,84,4,400,0
0,355,131,5,0,28,2,400,0
0,278,286,NA,0,NA,NA,1,0
1,198,66,54,0,54,0,400,0
0,194,196,147,0,147,1,1,0
1,274,159,82,0,82,0,1,0
1,156,88,88,0,88,0,400,0
0,29,39,NA,0,NA,NA,400,1
0,218,72,NA,0,NA,NA,400,0
1,356,62,NA,2,NA,NA,400,0
1,32,NA,NA,NA,NA,NA,NA,0
1,259,152,92,1,122,0,30,0
0,316,239,NA,0,NA,NA,400,0
0,203,145,NA,0,NA,NA,1,0
0,363,104,NA,0,NA,NA,1,0
0,78,77,4,0,4,1,400,0
0,164,109,NA,0,NA,NA,1,0
0,168,171,15,2,15,1,400,1
0,163,78,78,0,78,0,400,0
1,27,20,20,0,20,1,30,0
0,181,135,66,0,85,3,1,0
1,234,238,46,2,66,1,400,0
0,20,NA,NA,0,NA,NA,NA,0
1,170,147,90,0,90,0,1,0
0,215,195,42,1,49,1,1,0
0,298,277,17,0,94,5,400,0
1,225,109,NA,0,NA,NA,400,0
0,90,45,NA,0,NA,NA,1,0
1,177,87,53,1,70,0,400,0
1,319,172,5,4,80,3,400,0
1,320,101,37,1,53,0,400,0
0,259,80,80,0,80,0,1,0
0,143,112,86,0,86,0,1,0
0,37,36,NA,0,NA,NA,1,0
0,292,246,73,1,136,1,60,0
0,281,113,17,1,82,2,1,0
0,32,36,17,1,17,1,400,0
0,122,97,11,6,23,2,400,0
1,161,101,NA,0,NA,NA,400,1
1,301,171,NA,0,NA,NA,1,1
0,125,62,NA,1,NA,NA,1,0
1,322,99,NA,0,NA,NA,1,0
1,6,NA,NA,1,NA,NA,NA,0
0,75,72,NA,0,NA,NA,1,1
0,314,111,56,0,56,0,1,0
0,354,NA,NA,NA,NA,NA,NA,0
1,361,149,5,1,61,3,1,0
0,24,16,NA,0,NA,NA,1,0
0,199,99,NA,0,NA,NA,1,0
0,261,261,25,0,73,2,1,0
0,214,27,NA,0,NA,NA,60,0
0,279,130,130,0,130,0,400,0
0,348,81,42,1,42,1,400,0
0,234,246,107,0,135,1,30,0
0,197,83,NA,0,NA,NA,400,0
0,268,140,NA,0,NA,NA,400,0
0,17,NA,NA,NA,NA,NA,NA,0
